Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;Light;Magnetic_x;Magnetic_y;Magnetic_z;Proximity;Latitude;Longitude;Elevation;Speed
20181024_194906;0.531;1.739;10.175;-0.023;0.025;-0.027;0.0;28.995;7.146;0.687;5.0;19.17496;72.95052;-52.8;30.9
20181024_194907;0.296;1.401;9.981;0.023;0.038;-0.018;0.0;27.902;6.273;2.283;5.0;19.17496;72.95052;-52.8;30.9
20181024_194907;0.748;1.610;9.590;0.010;-0.003;-0.039;0.0;28.323;7.811;0.885;5.0;19.17495;72.95043;-52.5;31.5
20181024_194908;0.691;1.622;9.974;0.006;-0.029;-0.038;0.0;27.962;10.513;2.367;5.0;19.17495;72.95043;-52.5;31.5
20181024_194908;0.260;0.623;9.885;-0.006;0.041;0.005;0.0;28.323;8.430;-0.299;5.0;19.17495;72.95033;-53.2;34.6
20181024_194909;-0.092;0.511;10.409;0.067;0.052;0.007;0.0;27.496;8.644;1.405;5.0;19.17495;72.95033;-53.2;34.6
20181024_194909;-0.269;0.590;9.152;-0.012;-0.004;0.004;0.0;28.198;7.364;3.168;5.0;19.17497;72.95022;-55.8;36.4
20181024_194910;-0.300;0.860;9.835;0.006;-0.020;0.004;0.0;28.252;6.238;0.116;5.0;19.17497;72.95022;-55.8;36.4
20181024_194910;0.238;0.738;9.576;-0.028;0.028;-0.008;0.0;27.370;8.493;1.231;5.0;19.17497;72.95012;-60.8;37.0
20181024_194911;0.463;0.954;8.532;-0.049;0.056;-0.014;0.0;28.029;9.581;3.989;5.0;19.17497;72.95012;-60.8;37.0
20181024_194911;0.916;-0.624;10.754;-0.006;0.102;-0.002;0.0;28.633;10.011;2.805;5.0;19.17497;72.95001;-60.5;37.1
20181024_194912;-0.094;-0.397;9.456;-0.025;-0.069;0.029;0.0;27.261;8.992;4.068;5.0;19.17497;72.95001;-60.5;37.1
20181024_194912;0.155;-0.761;10.132;-0.041;0.004;0.017;0.0;27.045;9.314;3.471;5.0;19.17498;72.94991;-59.3;36.4
20181024_194913;0.418;0.606;9.485;0.003;-0.030;0.021;0.0;27.592;6.905;0.626;5.0;19.17498;72.94991;-59.3;36.4
20181024_194913;-0.011;0.319;9.157;-0.019;-0.020;0.004;0.0;26.535;9.325;1.596;5.0;19.17497;72.94983;-61.2;30.5
20181024_194914;1.184;0.980;9.885;-0.006;-0.037;-0.058;0.0;28.276;6.241;0.739;5.0;19.17497;72.94983;-61.2;30.5
20181024_194914;0.564;0.894;9.868;-0.022;0.006;-0.070;0.0;28.735;10.159;2.356;5.0;19.17496;72.94974;-61.5;28.3
20181024_194915;0.770;1.193;8.741;0.021;0.053;-0.011;0.0;31.219;6.258;2.528;5.0;19.17496;72.94974;-61.5;28.3
20181024_194915;0.066;0.293;9.890;-0.005;0.030;0.038;0.0;26.886;11.044;2.696;5.0;19.17495;72.94967;-61.2;27.5
20181024_194916;-0.035;0.927;9.444;-0.005;-0.088;0.039;0.0;28.876;8.749;3.935;5.0;19.17495;72.94967;-61.2;27.5
20181024_194916;-0.640;0.535;9.796;-0.028;0.014;0.067;0.0;28.137;9.729;3.696;5.0;19.17492;72.94961;-62.1;25.7
20181024_194917;0.511;1.712;9.887;0.031;0.061;0.024;0.0;28.966;7.953;3.088;5.0;19.17492;72.94961;-62.1;25.7
20181024_194917;0.557;1.492;9.004;0.091;0.017;-0.008;0.0;26.524;5.873;2.206;5.0;19.17490;72.94954;-62.3;25.3
20181024_194918;0.188;1.708;9.490;-0.012;-0.011;-0.030;0.0;26.392;6.664;1.965;5.0;19.17490;72.94954;-62.3;25.3
20181024_194918;0.157;1.169;10.038;0.011;-0.022;-0.029;0.0;26.759;8.061;2.261;5.0;19.17491;72.94948;-61.3;25.8
20181024_194919;0.088;1.128;10.026;-0.018;0.008;-0.002;0.0;26.170;8.119;5.664;5.0;19.17491;72.94948;-61.3;25.8
20181024_194919;0.440;1.483;9.669;0.009;0.040;-0.005;0.0;25.551;9.383;2.350;5.0;19.17491;72.94941;-61.1;25.8
20181024_194920;0.258;1.416;10.510;-0.021;-0.009;-0.007;0.0;26.476;7.753;1.138;5.0;19.17491;72.94941;-61.1;25.8
20181024_194920;-0.152;0.985;10.105;0.020;0.039;0.014;0.0;28.253;7.993;3.383;5.0;19.17492;72.94932;-60.4;27.8
20181024_194921;0.346;0.539;10.246;0.042;0.009;-0.003;0.0;27.859;5.647;2.379;5.0;19.17492;72.94932;-60.4;27.8
20181024_194921;0.317;0.688;9.332;0.047;0.051;-0.001;0.0;27.521;6.599;1.216;5.0;19.17493;72.94924;-58.4;28.7
20181024_194922;0.550;1.116;10.330;-0.010;0.042;-0.006;0.0;28.107;7.350;0.836;5.0;19.17493;72.94924;-58.4;28.7
20181024_194922;0.650;0.319;10.053;-0.007;-0.056;-0.025;0.0;26.790;5.692;0.957;5.0;19.17492;72.94917;-57.8;26.5
20181024_194923;1.357;1.619;8.166;0.009;-0.029;-0.019;0.0;27.376;6.931;2.484;5.0;19.17492;72.94917;-57.8;26.5
20181024_194924;0.648;0.365;10.440;0.025;-0.037;-0.029;0.0;26.886;5.840;0.352;5.0;19.17493;72.94910;-58.6;27.1
20181024_194924;0.408;0.707;10.266;-0.022;0.033;-0.005;0.0;27.792;6.581;0.757;5.0;19.17493;72.94910;-58.6;27.1
20181024_194925;0.554;0.750;9.578;-0.031;0.044;0.012;0.0;27.213;9.604;1.642;5.0;19.17493;72.94903;-58.2;28.5
20181024_194925;0.550;1.284;10.024;0.000;0.040;-0.020;0.0;27.599;5.475;-1.213;5.0;19.17493;72.94903;-58.2;28.5
20181024_194926;0.684;1.305;9.708;0.038;0.017;-0.025;0.0;29.782;7.603;4.166;5.0;19.17493;72.94895;-58.9;26.6
20181024_194926;-0.123;0.879;8.729;-0.018;-0.070;-0.005;0.0;28.305;8.752;0.507;5.0;19.17493;72.94895;-58.9;26.6
20181024_194927;1.108;0.204;9.883;-0.059;-0.020;0.001;0.0;24.892;4.845;0.514;5.0;19.17493;72.94887;-57.6;27.1
20181024_194927;-0.463;0.812;10.747;0.065;0.051;0.003;0.0;28.078;9.264;3.961;5.0;19.17493;72.94887;-57.6;27.1
20181024_194928;-0.190;1.416;9.739;0.022;0.017;0.009;0.0;27.484;8.023;2.278;5.0;19.17493;72.94880;-57.1;27.5
20181024_194928;0.171;1.645;10.397;0.019;-0.009;0.003;0.0;26.294;6.192;1.299;5.0;19.17493;72.94880;-57.1;27.5
20181024_194929;-0.434;1.705;11.355;-0.013;0.023;0.010;0.0;28.929;7.004;2.069;5.0;19.17493;72.94873;-55.8;26.9
20181024_194929;0.104;0.717;9.832;0.032;0.006;-0.007;0.0;29.927;7.272;2.898;5.0;19.17493;72.94873;-55.8;26.9
20181024_194930;0.985;0.851;9.150;-0.021;-0.034;-0.035;0.0;30.066;8.531;4.103;5.0;19.17492;72.94866;-56.6;28.5
20181024_194930;1.040;1.540;9.653;0.046;-0.047;-0.027;0.0;28.996;7.632;2.594;5.0;19.17492;72.94866;-56.6;28.5
20181024_194931;-0.798;1.523;9.935;0.018;0.031;0.028;0.0;28.609;9.387;3.366;5.0;19.17492;72.94851;-56.1;28.0
20181024_194931;0.380;2.278;8.642;-0.082;-0.057;0.071;0.0;29.776;7.927;5.281;5.0;19.17491;72.94843;-55.0;29.1
20181024_194932;-0.298;0.676;10.024;-0.005;0.023;0.011;0.0;29.788;8.548;4.408;5.0;19.17491;72.94843;-55.0;29.1
20181024_194932;-0.585;1.569;10.151;0.050;0.017;0.035;0.0;28.610;7.663;3.827;5.0;19.17492;72.94835;-55.7;30.5
20181024_194933;0.150;1.818;11.745;0.015;-0.105;0.013;0.0;28.688;6.244;3.853;5.0;19.17492;72.94835;-55.7;30.5
20181024_194933;-0.789;1.004;10.261;-0.047;-0.011;0.004;0.0;29.414;4.318;3.694;5.0;19.17491;72.94825;-55.7;34.8
20181024_194934;-1.385;0.089;9.842;-0.060;-0.037;0.018;0.0;29.366;4.636;3.723;5.0;19.17491;72.94825;-55.7;34.8
20181024_194934;0.073;0.381;9.748;0.019;-0.051;0.027;0.0;28.439;8.447;2.654;5.0;19.17491;72.94815;-55.7;36.6
20181024_194935;-0.410;0.219;10.421;0.032;0.002;0.021;0.0;26.483;6.354;3.026;5.0;19.17491;72.94815;-55.7;36.6
20181024_194935;0.042;0.429;10.187;0.030;0.060;0.017;0.0;28.300;6.952;11.200;5.0;19.17489;72.94806;-55.9;36.7
20181024_194936;1.096;-0.330;9.859;0.074;-0.022;0.010;0.0;24.681;6.760;2.702;5.0;19.17488;72.94796;-56.9;35.1
20181024_194936;0.174;-0.627;9.416;0.031;0.039;0.002;0.0;26.144;7.791;3.770;5.0;19.17488;72.94796;-56.9;35.1
20181024_194937;0.782;-0.713;9.777;0.000;-0.058;-0.051;0.0;27.788;8.498;4.503;5.0;19.17487;72.94788;-57.1;30.5
20181024_194937;0.547;-0.433;9.538;0.016;0.042;-0.035;0.0;25.285;7.515;2.789;5.0;19.17487;72.94788;-57.1;30.5
20181024_194938;0.341;-0.677;9.823;0.019;-0.036;-0.050;0.0;27.051;7.426;3.452;5.0;19.17486;72.94780;-56.7;28.2
20181024_194938;0.892;0.851;9.224;-0.064;-0.083;-0.081;0.0;24.167;8.038;2.031;5.0;19.17486;72.94780;-56.7;28.2
20181024_194939;0.873;0.709;9.076;0.029;-0.041;-0.109;0.0;27.696;8.807;3.442;5.0;19.17485;72.94774;-57.5;24.4
20181024_194939;1.414;0.010;10.275;0.019;-0.048;-0.193;0.0;27.689;12.096;1.730;5.0;19.17485;72.94774;-57.5;24.4
20181024_194940;1.261;1.011;9.614;0.002;-0.013;-0.313;0.0;28.075;15.059;1.395;5.0;19.17485;72.94771;-57.2;16.7
20181024_194940;1.558;-0.054;11.487;-0.030;0.012;-0.429;0.0;26.250;26.033;5.777;5.0;19.17485;72.94771;-57.2;16.7
20181024_194941;3.317;0.343;9.758;0.043;-0.018;-0.486;0.0;20.343;33.871;3.700;5.0;19.17485;72.94767;-56.2;16.1
20181024_194941;1.038;0.939;8.269;-0.060;0.035;-0.468;0.0;15.610;38.657;1.065;5.0;19.17485;72.94767;-56.2;16.1
20181024_194942;1.187;0.985;10.148;0.134;0.079;-0.337;0.0;10.968;43.619;1.396;5.0;19.17489;72.94765;-56.4;13.9
20181024_194942;0.595;2.333;9.890;-0.124;-0.053;-0.274;0.0;5.336;46.425;0.879;5.0;19.17489;72.94765;-56.4;13.9
20181024_194943;0.186;1.454;7.831;0.133;0.182;-0.209;0.0;3.674;46.204;1.587;5.0;19.17494;72.94765;-56.3;14.8
20181024_194943;0.787;1.411;7.084;0.046;-0.014;-0.177;0.0;-2.985;48.442;1.920;5.0;19.17494;72.94765;-56.3;14.8
20181024_194944;-0.731;1.645;9.667;-0.014;0.042;0.008;0.0;-5.702;46.541;1.978;5.0;19.17497;72.94764;-57.1;13.3
20181024_194944;-0.288;1.952;9.540;0.005;0.033;0.002;0.0;-2.283;43.681;0.876;5.0;19.17497;72.94764;-57.1;13.3
20181024_194945;-0.178;1.741;9.911;-0.020;-0.022;-0.035;0.0;-2.913;46.698;0.519;5.0;19.17501;72.94764;-57.8;17.1
20181024_194945;-0.216;1.459;9.962;-0.015;-0.009;-0.021;0.0;-2.391;45.583;1.981;5.0;19.17501;72.94764;-57.8;17.1
20181024_194946;-0.078;0.786;9.801;0.033;-0.031;0.019;0.0;-4.181;45.665;0.697;5.0;19.17508;72.94764;-58.5;24.6
20181024_194946;-0.346;0.573;9.765;-0.017;-0.001;0.014;0.0;-2.821;46.387;1.578;5.0;19.17508;72.94764;-58.5;24.6
20181024_194947;0.025;1.349;9.545;-0.015;-0.030;-0.001;0.0;-1.678;44.437;0.963;5.0;19.17515;72.94764;-59.0;25.0
20181024_194947;-0.137;1.191;9.691;-0.006;-0.022;0.002;0.0;-1.807;45.847;-0.305;5.0;19.17515;72.94764;-59.0;25.0
20181024_194948;0.025;1.298;10.002;0.008;0.010;-0.011;0.0;-2.066;48.241;2.547;5.0;19.17521;72.94764;-59.3;24.6
20181024_194948;-0.317;1.030;9.547;-0.027;0.012;0.017;0.0;-3.003;47.171;0.095;5.0;19.17521;72.94764;-59.3;24.6
20181024_194949;0.037;0.717;9.576;-0.007;0.045;0.004;0.0;0.067;48.120;1.509;5.0;19.17525;72.94763;-60.3;23.4
20181024_194949;-0.284;0.719;9.938;-0.005;0.041;0.002;0.0;-1.836;46.654;2.097;5.0;19.17525;72.94763;-60.3;23.4
20181024_194950;-0.276;1.114;10.084;0.017;-0.004;-0.013;0.0;-1.523;47.099;0.905;5.0;19.17533;72.94764;-60.0;26.4
20181024_194950;0.028;1.164;9.717;-0.002;0.009;-0.011;0.0;-1.317;46.452;-0.081;5.0;19.17533;72.94764;-60.0;26.4
20181024_194951;-0.269;0.717;9.516;-0.002;0.003;-0.020;0.0;-1.796;46.469;-1.178;5.0;19.17540;72.94763;-60.5;28.0
20181024_194952;-0.295;0.487;10.462;0.002;-0.009;-0.012;0.0;-1.382;48.683;3.383;5.0;19.17540;72.94763;-60.5;28.0
20181024_194952;0.021;-0.107;9.131;-0.006;-0.019;-0.035;0.0;-1.860;45.706;1.387;5.0;19.17548;72.94763;-59.8;29.3
20181024_194953;0.006;-0.347;11.180;0.026;-0.013;-0.015;0.0;-1.167;46.283;-0.557;5.0;19.17548;72.94763;-59.8;29.3
20181024_194953;-0.224;-0.756;9.938;-0.005;-0.006;-0.023;0.0;-2.942;47.180;1.648;5.0;19.17556;72.94763;-58.9;26.5
20181024_194954;-0.085;-0.449;9.715;-0.004;-0.022;-0.038;0.0;-2.478;46.513;-0.107;5.0;19.17556;72.94763;-58.9;26.5
20181024_194954;-0.604;-0.825;10.170;-0.023;-0.019;-0.028;0.0;-5.664;48.082;-1.758;5.0;19.17564;72.94763;-58.1;26.0
20181024_194955;0.174;0.898;9.717;0.022;-0.035;-0.002;0.0;-5.869;46.516;-2.219;5.0;19.17564;72.94763;-58.1;26.0
20181024_194955;-0.233;0.841;9.329;-0.030;-0.038;-0.037;0.0;-4.497;47.240;-1.027;5.0;19.17567;72.94763;-57.7;17.9
20181024_194956;0.023;0.269;9.265;-0.056;-0.012;-0.026;0.0;-7.069;48.488;0.568;5.0;19.17567;72.94763;-57.7;17.9
20181024_194956;-0.420;-0.083;9.227;-0.015;0.011;0.054;0.0;-5.396;49.817;0.894;5.0;19.17570;72.94764;-56.4;13.0
20181024_194957;-0.324;0.781;10.349;-0.020;0.029;0.099;0.0;-2.942;47.180;1.648;5.0;19.17570;72.94764;-56.4;13.0
20181024_194957;-0.671;0.472;10.127;-0.034;0.017;0.143;0.0;-0.122;47.960;-0.218;5.0;19.17571;72.94764;-56.3;10.5
20181024_194958;-1.071;0.274;10.026;-0.034;0.026;0.198;0.0;3.711;44.159;1.709;5.0;19.17571;72.94764;-56.3;10.5
20181024_194958;-1.198;0.151;9.813;-0.008;0.063;0.313;0.0;5.954;45.618;2.373;5.0;19.17573;72.94764;-56.2;8.6
20181024_194959;-1.330;0.793;9.521;-0.019;0.021;0.407;0.0;11.984;44.052;3.326;5.0;19.17573;72.94764;-56.2;8.6
20181024_194959;-1.064;0.649;10.194;-0.013;0.038;0.412;0.0;16.467;38.448;0.139;5.0;19.17576;72.94764;-56.7;11.1
20181024_195000;-0.559;1.452;9.851;0.025;0.100;0.419;0.0;19.388;30.292;1.790;5.0;19.17576;72.94764;-56.7;11.1
20181024_195000;-1.229;1.059;10.029;0.018;0.191;0.367;0.0;22.664;22.395;-1.022;5.0;19.17578;72.94762;-55.1;8.6
20181024_195001;0.102;1.705;9.567;0.029;-0.027;0.335;0.0;27.882;16.650;2.779;5.0;19.17578;72.94762;-55.1;8.6
20181024_195001;-0.209;1.317;8.616;0.021;0.029;0.222;0.0;29.808;13.536;-0.714;5.0;19.17579;72.94760;-54.2;10.5
20181024_195002;0.430;2.131;8.324;-0.059;-0.034;0.093;0.0;30.081;9.448;0.931;5.0;19.17579;72.94760;-54.2;10.5
20181024_195002;-0.398;1.466;10.199;0.020;0.030;0.038;0.0;27.545;9.596;2.736;5.0;19.17581;72.94756;-51.4;13.0
20181024_195003;-0.008;1.844;9.839;0.026;-0.026;0.036;0.0;28.046;8.772;1.277;5.0;19.17581;72.94756;-51.4;13.0
20181024_195003;0.255;2.021;9.794;-0.010;0.020;0.017;0.0;27.600;8.174;2.139;5.0;19.17581;72.94752;-50.7;12.7
20181024_195004;0.430;2.143;10.182;0.020;-0.010;0.009;0.0;28.970;7.629;1.973;5.0;19.17581;72.94752;-50.7;12.7
20181024_195004;0.401;1.660;9.684;-0.030;-0.020;0.011;0.0;26.143;6.981;0.592;5.0;19.17580;72.94748;-50.5;14.7
20181024_195005;0.258;1.564;9.602;-0.018;-0.013;0.002;0.0;27.417;10.063;1.379;5.0;19.17581;72.94744;-49.3;17.9
20181024_195005;0.511;1.564;9.313;0.010;-0.023;0.003;0.0;26.506;7.758;1.915;5.0;19.17581;72.94744;-49.3;17.9
20181024_195006;0.212;0.661;9.576;-0.017;0.015;-0.005;0.0;25.067;7.349;0.285;5.0;19.17580;72.94738;-50.3;20.6
20181024_195006;0.226;0.482;10.012;0.028;0.007;0.006;0.0;24.432;5.971;0.606;5.0;19.17580;72.94738;-50.3;20.6
20181024_195007;0.425;0.393;9.935;-0.017;0.014;-0.005;5.4;26.149;5.876;0.024;5.0;19.17580;72.94733;-49.8;20.9
20181024_195007;0.066;0.815;9.863;-0.030;-0.002;-0.007;5.4;25.787;8.121;3.326;5.0;19.17580;72.94733;-49.8;20.9
20181024_195008;0.435;0.944;11.039;-0.005;0.054;0.012;0.0;26.886;6.946;1.076;5.0;19.17579;72.94727;-50.3;19.9
20181024_195008;0.006;1.361;10.057;-0.014;0.021;0.007;0.0;27.267;8.669;2.953;5.0;19.17579;72.94727;-50.3;19.9
20181024_195009;0.351;1.186;10.021;-0.041;-0.031;0.008;0.0;27.394;6.447;1.042;5.0;19.17580;72.94722;-50.3;19.7
20181024_195009;0.521;1.626;9.820;0.025;-0.009;0.020;0.0;25.906;7.462;0.165;5.0;19.17580;72.94722;-50.3;19.7
20181024_195010;0.341;1.224;9.816;-0.002;0.018;0.030;0.0;28.638;5.750;0.703;5.0;19.17579;72.94716;-51.8;20.3
20181024_195010;0.531;1.619;9.811;0.014;-0.004;0.003;0.0;25.830;5.916;2.968;5.0;19.17579;72.94716;-51.8;20.3
20181024_195011;0.193;0.985;10.227;0.037;0.035;-0.003;0.0;28.880;5.270;1.286;5.0;19.17579;72.94711;-51.4;21.3
20181024_195011;0.317;0.903;8.755;-0.002;0.009;-0.006;0.0;27.925;4.846;0.909;5.0;19.17579;72.94711;-51.4;21.3
20181024_195012;0.095;0.290;10.012;-0.005;0.010;0.008;0.0;27.934;5.658;4.243;5.0;19.17578;72.94705;-51.0;20.8
20181024_195012;0.334;0.326;9.763;-0.079;-0.003;-0.034;0.0;24.066;5.547;4.124;5.0;19.17578;72.94705;-51.0;20.8
20181024_195013;0.483;0.300;10.625;0.016;-0.009;-0.013;0.0;22.917;8.897;2.852;5.0;19.17578;72.94700;-49.8;19.6
20181024_195013;-0.260;0.384;10.400;0.006;0.036;-0.005;0.0;23.267;10.292;2.681;5.0;19.17578;72.94700;-49.8;19.6
20181024_195014;0.382;0.386;10.424;-0.010;-0.006;-0.002;0.0;22.681;9.053;1.154;5.0;19.17576;72.94694;-51.0;19.6
20181024_195014;0.677;0.015;8.415;-0.011;0.019;0.004;0.0;25.423;7.964;0.818;5.0;19.17576;72.94694;-51.0;19.6
20181024_195015;0.401;-0.720;10.091;-0.038;-0.010;0.010;0.0;28.186;7.362;2.856;5.0;19.17576;72.94689;-51.4;17.7
20181024_195015;0.171;-1.426;9.363;0.013;-0.003;0.005;0.0;28.156;7.358;2.080;5.0;19.17576;72.94689;-51.4;17.7
20181024_195016;0.538;0.894;9.775;0.035;-0.006;-0.008;0.0;29.352;8.084;2.490;5.0;19.17576;72.94687;-49.8;12.5
20181024_195016;0.588;1.150;9.028;0.035;0.003;-0.007;0.0;26.898;6.947;1.385;5.0;19.17576;72.94687;-49.8;12.5
20181024_195017;-0.152;2.263;9.250;-0.130;-0.012;-0.004;0.0;27.498;6.139;2.414;5.0;19.17575;72.94685;-48.8;8.1
20181024_195017;0.940;0.290;8.429;-0.095;0.018;-0.019;0.0;29.471;9.636;0.777;5.0;19.17575;72.94685;-48.8;8.1
20181024_195018;0.169;1.863;8.597;0.124;0.014;0.004;0.0;29.152;6.033;0.278;5.0;19.17576;72.94683;-48.5;7.0
20181024_195018;0.346;1.983;8.616;-0.015;0.025;0.004;0.0;29.546;5.548;1.019;5.0;19.17576;72.94683;-48.5;7.0
20181024_195019;0.222;2.333;9.610;-0.018;0.013;0.013;0.0;28.398;5.772;1.939;5.0;19.17575;72.94680;-48.4;9.5
20181024_195019;1.100;1.892;10.132;0.012;0.046;-0.011;0.0;28.021;7.825;0.568;5.0;19.17575;72.94680;-48.4;9.5
20181024_195020;2.180;2.072;7.153;-0.030;0.013;-0.012;0.0;24.696;3.873;-4.547;5.0;19.17575;72.94676;-47.6;13.4
20181024_195020;1.215;2.665;8.503;-0.014;-0.010;-0.004;0.0;26.897;6.461;-0.522;5.0;19.17575;72.94676;-47.6;13.4
20181024_195021;0.310;2.301;9.315;-0.024;0.009;-0.010;0.0;31.117;7.053;3.065;5.0;19.17574;72.94672;-47.6;16.8
20181024_195022;-0.051;0.796;10.074;-0.004;0.029;-0.007;0.0;29.266;8.559;2.222;5.0;19.17574;72.94672;-47.6;16.8
20181024_195022;0.100;0.719;9.820;0.005;0.038;-0.006;0.0;28.094;8.455;1.248;5.0;19.17574;72.94666;-47.1;21.2
20181024_195023;0.643;1.363;9.801;0.001;0.020;-0.013;0.0;27.943;6.898;2.187;5.0;19.17574;72.94666;-47.1;21.2
20181024_195023;0.507;0.980;9.215;-0.011;0.007;-0.016;0.0;25.902;8.890;2.003;5.0;19.17575;72.94660;-46.0;21.6
20181024_195024;0.214;1.377;9.595;0.023;-0.013;-0.009;0.0;26.634;7.291;3.273;5.0;19.17575;72.94660;-46.0;21.6
20181024_195024;-0.070;1.052;9.990;0.043;-0.011;-0.016;0.0;25.974;8.090;0.690;5.0;19.17575;72.94654;-47.1;22.5
20181024_195025;0.258;1.739;10.158;0.021;-0.016;-0.009;0.0;27.682;7.994;-0.047;5.0;19.17575;72.94654;-47.1;22.5
20181024_195025;-0.291;1.119;8.772;0.044;0.018;-0.024;0.0;26.299;9.482;-0.102;5.0;19.17575;72.94648;-45.5;23.8
20181024_195026;0.430;1.011;9.459;-0.037;-0.011;0.001;3.6;27.979;7.819;-0.520;5.0;19.17575;72.94648;-45.5;23.8
20181024_195026;0.224;1.147;9.758;-0.033;0.005;0.004;0.0;29.036;7.771;0.591;5.0;19.17575;72.94641;-45.6;25.0
20181024_195027;0.191;1.068;10.582;-0.011;-0.015;0.027;0.0;29.213;6.042;1.833;5.0;19.17575;72.94641;-45.6;25.0
20181024_195027;0.100;1.425;10.067;-0.005;-0.044;0.025;0.0;27.913;5.788;0.687;5.0;19.17576;72.94634;-46.8;24.8
20181024_195028;0.291;1.638;10.665;0.011;0.037;0.008;0.0;31.099;5.164;2.423;5.0;19.17576;72.94634;-46.8;24.8
20181024_195028;-0.216;1.492;9.624;-0.014;-0.016;0.012;0.0;29.907;6.001;1.071;5.0;19.17576;72.94627;-46.1;26.3
20181024_195029;0.708;1.545;9.868;0.018;-0.052;-0.002;0.0;23.433;8.827;-2.415;5.0;19.17576;72.94627;-46.1;26.3
20181024_195029;0.090;0.985;9.849;0.013;0.025;-0.013;0.0;27.472;3.598;-0.926;5.0;19.17576;72.94621;-44.8;26.9
20181024_195030;0.542;0.724;9.847;0.065;-0.018;-0.009;0.0;27.695;4.678;-1.906;5.0;19.17576;72.94621;-44.8;26.9
20181024_195030;0.545;0.867;10.467;-0.005;-0.032;0.003;0.0;28.596;6.230;1.521;5.0;19.17576;72.94613;-45.0;27.5
20181024_195031;0.361;0.877;10.170;-0.055;-0.002;0.008;3.6;27.853;5.322;0.951;5.0;19.17576;72.94613;-45.0;27.5
20181024_195031;0.181;0.793;10.342;-0.035;0.017;0.028;5.4;27.135;6.305;1.178;5.0;19.17575;72.94606;-45.0;27.6
20181024_195032;-0.035;1.114;9.854;-0.011;0.008;0.018;0.0;27.847;5.646;2.068;5.0;19.17575;72.94606;-45.0;27.6
20181024_195032;0.689;0.963;9.351;-0.029;-0.052;0.005;0.0;29.607;4.938;3.758;5.0;19.17575;72.94598;-46.1;26.3
20181024_195033;0.928;1.100;9.602;-0.078;-0.005;-0.056;0.0;26.813;6.316;0.394;5.0;19.17575;72.94598;-46.1;26.3
20181024_195033;0.780;1.226;10.352;-0.051;0.015;-0.054;0.0;28.670;5.754;1.480;5.0;19.17574;72.94591;-46.0;26.0
20181024_195034;0.420;1.909;10.124;0.025;0.013;0.003;0.0;28.178;7.980;1.518;5.0;19.17574;72.94591;-46.0;26.0
20181024_195034;0.492;1.780;10.203;0.026;0.034;0.008;0.0;28.294;6.244;1.204;5.0;19.17573;72.94583;-47.2;26.6
20181024_195035;0.025;1.394;9.224;-0.025;-0.002;0.019;0.0;26.524;4.605;0.848;5.0;19.17574;72.94576;-47.5;26.6
20181024_195035;0.315;1.746;9.940;0.003;-0.037;0.026;0.0;26.955;3.180;2.434;5.0;19.17574;72.94576;-47.5;26.6
20181024_195036;-0.255;1.811;10.244;0.009;0.045;0.020;0.0;27.002;4.588;1.945;5.0;19.17573;72.94568;-47.9;28.2
20181024_195036;0.815;2.756;8.719;-0.146;-0.125;0.046;0.0;28.096;3.117;1.994;5.0;19.17573;72.94568;-47.9;28.2
20181024_195037;0.499;1.734;11.614;-0.034;-0.021;-0.004;0.0;28.261;5.029;6.366;5.0;19.17573;72.94560;-47.4;31.1
20181024_195037;0.559;1.758;9.796;-0.055;0.026;-0.012;0.0;29.929;4.927;4.541;5.0;19.17573;72.94560;-47.4;31.1
20181024_195038;0.629;0.791;9.310;-0.068;0.034;-0.022;0.0;30.797;11.163;3.903;5.0;19.17574;72.94552;-47.0;31.3
20181024_195038;0.978;0.266;9.394;0.002;-0.072;-0.014;0.0;27.039;9.637;4.587;5.0;19.17574;72.94552;-47.0;31.3
20181024_195039;0.377;0.159;10.062;0.044;0.036;0.004;0.0;29.695;9.479;2.164;5.0;19.17573;72.94543;-46.7;33.0
20181024_195039;-0.461;-0.332;7.603;-0.098;0.045;0.013;0.0;25.430;7.344;2.158;5.0;19.17573;72.94543;-46.7;33.0
20181024_195040;0.693;0.441;11.374;-0.065;-0.008;0.019;0.0;28.331;7.193;2.225;5.0;19.17573;72.94533;-47.2;32.8
20181024_195040;0.298;0.247;10.735;-0.014;-0.002;-0.001;0.0;27.696;8.807;3.442;5.0;19.17573;72.94533;-47.2;32.8
20181024_195041;0.112;1.162;10.215;-0.049;0.013;0.009;0.0;27.257;8.047;3.825;5.0;19.17574;72.94524;-48.2;30.7
20181024_195041;0.440;1.250;9.375;0.003;0.026;0.006;0.0;26.181;5.748;3.893;5.0;19.17574;72.94524;-48.2;30.7
20181024_195042;0.217;1.147;9.569;-0.051;0.034;-0.015;0.0;27.277;4.762;5.849;5.0;19.17574;72.94516;-48.4;30.7
20181024_195042;0.174;1.181;10.110;-0.014;0.017;0.001;0.0;29.193;8.929;8.926;5.0;19.17574;72.94516;-48.4;30.7
20181024_195043;0.787;1.485;9.023;-0.023;-0.011;-0.001;0.0;27.071;7.916;5.826;5.0;19.17573;72.94508;-50.0;29.2
20181024_195043;0.662;1.143;9.847;-0.036;0.008;-0.007;0.0;26.602;10.280;3.394;5.0;19.17573;72.94508;-50.0;29.2
