"","","","","",""
"20181024_195503","-1.152","0.63","9.876","19.25351","73.13775"
"20181024_195504","-1.304","1.319","9.664","19.25355","73.13781"
"20181024_195504","-1.328","0.471","11.347","19.25355","73.13781"
"20181024_195505","-1.176","0.631","9.198","19.25359","73.13789"
"20181024_195505","-1.099","0.979","9.81","19.25359","73.13789"
"20181024_195506","-1.522","1.009","8.359","19.25362","73.13793"
"20181024_195506","-0.589","-0.012","11.538","19.25362","73.13793"
"20181024_195507","-1.282","0.373","7.748","19.25365","73.13799"
"20181024_195507","-1.596","0.431","9.982","19.25365","73.13799"
"20181024_195508","-0.793","0.979","7.702","19.25369","73.13803"
"20181024_195508","-1.352","0.139","11.217","19.25369","73.13803"
"20181024_195509","-0.688","0.628","7.89","19.25372","73.13807"
"20181024_195510","-0.966","0.175","9.203","19.25372","73.13807"
"20181024_195510","-1.114","0.142","9.334","19.25374","73.13812"
"20181024_195511","-1.321","0.469","11.182","19.25374","73.13812"
"20181024_195511","-1.326","0.477","9.374","19.25378","73.13816"
"20181024_195512","-1.158","0.798","9.306","19.25378","73.13816"
"20181024_195512","-0.564","1.063","9.539","19.25381","73.13821"
"20181024_195513","-0.734","1.027","9.324","19.25381","73.13821"
"20181024_195513","-0.742","1.131","11.807","19.25383","73.13825"
"20181024_195514","-0.7","1.009","9.431","19.25383","73.13825"
"20181024_195514","-0.569","0.81","10.127","19.25386","73.1383"
"20181024_195515","-1.173","1.332","10.004","19.25386","73.1383"
"20181024_195515","-1.112","1.07","9.275","19.25389","73.13833"
"20181024_195516","-1.191","1.387","10.2","19.25389","73.13833"
"20181024_195516","-0.967","1.182","8.701","19.25392","73.13838"
"20181024_195517","-1.463","0.56","11.922","19.25392","73.13838"
"20181024_195517","-1.08","0.374","11.304","19.25396","73.13844"
"20181024_195518","-1.309","0.706","8.818","19.25396","73.13844"
"20181024_195518","-1.83","0.236","10.117","19.254","73.1385"
"20181024_195519","-1.48","0.291","9.733","19.254","73.1385"
"20181024_195519","-1.018","0.286","8.316","19.25406","73.13855"
"20181024_195520","-0.851","-0.063","10.103","19.25406","73.13855"
"20181024_195520","-1.061","0.406","9.312","19.25411","73.13859"
"20181024_195521","-0.799","-0.37","10.034","19.25411","73.13859"
"20181024_195521","-1.399","-1.574","10.735","19.25414","73.13864"
"20181024_195522","-1.497","-1.574","9.61","19.25414","73.13864"
"20181024_195522","-0.328","-0.774","4.451","19.25417","73.13868"
"20181024_195523","-1.085","0.187","10.411","19.25417","73.13868"
"20181024_195523","-1.456","0.241","10.985","19.25419","73.13868"
"20181024_195524","-1.315","-0.472","8.464","19.25419","73.13868"
"20181024_195524","-1.799","0.857","10.243","19.2542","73.13871"
"20181024_195525","-0.885","0.388","10.333","19.2542","73.13871"
"20181024_195525","-0.594","1.253","9.374","19.25422","73.13873"
"20181024_195526","-0.376","2.014","10.644","19.25422","73.13873"
"20181024_195526","-1.527","1.557","10.648","19.25423","73.13874"
"20181024_195527","-0.924","0.978","9.739","19.25423","73.13874"
"20181024_195527","-1.528","0.877","10.216","19.25425","73.13876"
"20181024_195528","-1.403","0.576","9.322","19.25425","73.13876"
"20181024_195528","-2.365","0.946","10.062","19.25426","73.13878"
"20181024_195529","-1.09","1.031","8.903","19.25426","73.13878"
"20181024_195529","-1.492","0.984","9.729","19.25427","73.1388"
"20181024_195530","-1.75","1.976","9.277","19.25427","73.1388"
"20181024_195530","-1.654","1.33","10.092","19.25429","73.13882"
"20181024_195531","-0.721","1.321","9.987","19.25429","73.13882"
"20181024_195531","-1.173","1.255","9.666","19.2543","73.13883"
"20181024_195532","-1.68","1.194","10.32","19.2543","73.13883"
"20181024_195532","-0.915","1.433","9.695","19.25432","73.13885"
"20181024_195533","-1.401","1.572","9.192","19.25432","73.13885"
"20181024_195533","-1.334","1.838","8.901","19.25434","73.13888"
"20181024_195534","-0.922","0.867","10.682","19.25434","73.13888"
"20181024_195534","-1.533","1.306","9.954","19.25436","73.13891"
"20181024_195535","-1.67","1.119","10.117","19.25439","73.13895"
"20181024_195535","-1.748","1.023","10.069","19.25439","73.13895"
"20181024_195536","-1.302","0.908","10.064","19.25443","73.13901"
"20181024_195536","-1.445","0.66","10.534","19.25443","73.13901"
"20181024_195537","-1.475","0.758","9.686","19.25446","73.13904"
"20181024_195537","-1.497","0.91","9.667","19.25446","73.13904"
"20181024_195538","-1.165","0.475","9.404","19.25449","73.13908"
"20181024_195538","-1.748","0.624","10.021","19.25449","73.13908"
"20181024_195539","-1.26","1.012","8.64","19.25452","73.13912"
